gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis
MAP3K6,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.431,-0.431,0.999262248902014,0.99999999974885,0.431,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TASL,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.472,-0.472,0.999970642587533,0.99999999974885,0.472,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF852,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.426,-0.426,0.999612063259899,0.99999999974885,0.426,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TLR8,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.532,-0.532,0.999999561582319,0.99999999974885,0.532,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NODAL,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.44,-0.44,0.999351339096457,0.99999999974885,0.44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MYO3A,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.448,-0.448,0.999426483328565,0.99999999974885,0.448,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DOCK2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.511,-0.511,0.9999978064066,0.99999999974885,0.511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHST13,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.425,-0.425,0.999277643056802,0.99999999974885,0.425,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MPEG1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.565,-0.565,0.999999980233522,0.99999999974885,0.565,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ANKRD55,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.431,-0.431,0.999696274452971,0.99999999974885,0.431,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RYR3,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.428,-0.428,0.999282330413087,0.99999999974885,0.428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
COL5A3,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.456,-0.456,0.999926224653416,0.99999999974885,0.456,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
WNT2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.43,-0.43,0.999297239312512,0.99999999974885,0.43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SHISA9,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.423,-0.423,0.999453473104673,0.99999999974885,0.423,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CD48,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.449,-0.449,0.999887177929011,0.99999999974885,0.449,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GABARAPL1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.488,-0.488,0.999989175972624,0.99999999974885,0.488,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ROR2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.474,-0.474,0.999973336486457,0.99999999974885,0.474,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FAT2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.487,-0.487,0.999748372438405,0.99999999974885,0.487,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RGMA,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.425,-0.425,0.999517610779343,0.99999999974885,0.425,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
APOBEC3F,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.426,-0.426,0.999320094964666,0.99999999974885,0.426,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CEP162,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.457,-0.457,0.999927479280439,0.99999999974885,0.457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CILP,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.43,-0.43,0.999661451199831,0.99999999974885,0.43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TSPAN7,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.475,-0.475,0.999974722733311,0.99999999974885,0.475,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SPMIP4,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.425,-0.425,0.999509802460779,0.99999999974885,0.425,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
EGR2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.589,-0.589,0.99999999852604,0.99999999974885,0.589,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FAM111A,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.523,-0.523,0.999903658279527,0.99999999974885,0.523,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CARD16,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.491,-0.491,0.999990531457597,0.99999999974885,0.491,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MAOB,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.498,-0.498,0.999814768254873,0.99999999974885,0.498,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CD160,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.426,-0.426,0.999515929416794,0.99999999974885,0.426,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF677,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.452,-0.452,0.999900633278625,0.99999999974885,0.452,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KLRK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.476,-0.476,0.999975304194736,0.99999999974885,0.476,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DOK3,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.504,-0.504,0.999995758207143,0.99999999974885,0.504,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BCL6,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.568,-0.568,0.999999982095612,0.99999999974885,0.568,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IFI30,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.467,-0.467,0.999622071044427,0.99999999974885,0.467,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
OSR1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.43,-0.43,0.999624856977372,0.99999999974885,0.43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FBLN1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.444,-0.444,0.999441762252188,0.99999999974885,0.444,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RASSF5,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.515,-0.515,0.999998026981635,0.99999999974885,0.515,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HEXA-AS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.428,-0.428,0.999524617626797,0.99999999974885,0.428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SNRNP70,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.433,-0.433,0.999387536589041,0.99999999974885,0.433,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SP140,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.518,-0.518,0.99999840642394,0.99999999974885,0.518,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CACNA1E,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.437,-0.437,0.999762410487028,0.99999999974885,0.437,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PPP1R3E,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.437,-0.437,0.99940917533718,0.99999999974885,0.437,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
COLCA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.446,-0.446,0.999471009497852,0.99999999974885,0.446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHST9,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.457,-0.457,0.999554822879672,0.99999999974885,0.457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
THEMIS,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.459,-0.459,0.999928043111354,0.99999999974885,0.459,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CENPT,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.437,-0.437,0.999742185916538,0.99999999974885,0.437,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF493,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.435,-0.435,0.999708010380604,0.99999999974885,0.435,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CCDC142,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.433,-0.433,0.999674529183387,0.99999999974885,0.433,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DTX3,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.429,-0.429,0.999491531492104,0.99999999974885,0.429,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ABCA5,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.445,-0.445,0.999475750355353,0.99999999974885,0.445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FBXO48,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.452,-0.452,0.999889522000476,0.99999999974885,0.452,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LINC00924,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.432,-0.432,0.999439719201719,0.99999999974885,0.432,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ATF7IP2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.436,-0.436,0.999715387821366,0.99999999974885,0.436,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NPIPB15,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.46,-0.46,0.999928977134365,0.99999999974885,0.46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NPIPA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.46,-0.46,0.999931035027107,0.99999999974885,0.46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IRAG2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.569,-0.569,0.9999999804572,0.99999999974885,0.569,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CCR7,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.454,-0.454,0.999897821996713,0.99999999974885,0.454,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
AMY2B,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.493,-0.493,0.999990089070763,0.99999999974885,0.493,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FAM43A,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.431,-0.431,0.999528111429482,0.99999999974885,0.431,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RGS2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.491,-0.491,0.999988631419414,0.99999999974885,0.491,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENTHD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.492,-0.492,0.999989379960085,0.99999999974885,0.492,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
P2RY13,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.506,-0.506,0.999995720164437,0.99999999974885,0.506,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LZTS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.52,-0.52,0.999998326115242,0.99999999974885,0.52,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM255A,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.466,-0.466,0.999947851870577,0.99999999974885,0.466,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ADPGK-AS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.441,-0.441,0.999770258883443,0.99999999974885,0.441,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
C5AR1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.456,-0.456,0.999904198896131,0.99999999974885,0.456,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CD2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.449,-0.449,0.999855249159304,0.99999999974885,0.449,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RIPOR2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.494,-0.494,0.999989975592628,0.99999999974885,0.494,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NCKAP1L,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.518,-0.518,0.999997995732875,0.99999999974885,0.518,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DDX60L,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.435,-0.435,0.999595802381153,0.99999999974885,0.435,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TNFSF8,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.536,-0.536,0.99999948508272,0.99999999974885,0.536,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC7A,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.436,-0.436,0.999545745977445,0.99999999974885,0.436,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DYNLT5,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.469,-0.469,0.999951849299631,0.99999999974885,0.469,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
EID3,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.435,-0.435,0.999558685721663,0.99999999974885,0.435,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BANK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.473,-0.473,0.999961671261001,0.99999999974885,0.473,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CH25H,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.508,-0.508,0.999995808766393,0.99999999974885,0.508,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TTC24,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.468,-0.468,0.999673485343518,0.99999999974885,0.468,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM176B,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.45,-0.45,0.999854491484067,0.99999999974885,0.45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FAM162B,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.467,-0.467,0.999945549995937,0.99999999974885,0.467,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TLR5,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.482,-0.482,0.99997711356847,0.99999999974885,0.482,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CYP26B1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.461,-0.461,0.999922177378926,0.99999999974885,0.461,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHD2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.463,-0.463,0.999931368675373,0.99999999974885,0.463,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SYTL3,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.55,-0.55,0.999962746964417,0.99999999974885,0.55,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GDF5,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.476,-0.476,0.99972591075777,0.99999999974885,0.476,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NOSTRIN,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.441,-0.441,0.999740243634686,0.99999999974885,0.441,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PLB1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.448,-0.448,0.999837346190725,0.99999999974885,0.448,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LINC00339,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.455,-0.455,0.999596984233779,0.99999999974885,0.455,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MMRN1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.466,-0.466,0.999939725661911,0.99999999974885,0.466,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POSTN,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.447,-0.447,0.999821292091544,0.99999999974885,0.447,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CCDC88B,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.439,-0.439,0.999698274114498,0.99999999974885,0.439,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PRKCB,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.492,-0.492,0.999987523251555,0.99999999974885,0.492,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MZF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.453,-0.453,0.999592089726293,0.99999999974885,0.453,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DCSTAMP,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.452,-0.452,0.999867344123007,0.99999999974885,0.452,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CFTR,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.444,-0.444,0.999565912519204,0.99999999974885,0.444,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IL12B,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.459,-0.459,0.999638118378356,0.99999999974885,0.459,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ERG,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.448,-0.448,0.999826182198185,0.99999999974885,0.448,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CASS4,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.547,-0.547,0.999999772620063,0.99999999974885,0.547,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRANK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.522,-0.522,0.999998292844666,0.99999999974885,0.522,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
AQP9,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.443,-0.443,0.999589987666762,0.99999999974885,0.443,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
A2M,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.444,-0.444,0.999753624870324,0.99999999974885,0.444,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GP1BA,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.458,-0.458,0.999899389997757,0.99999999974885,0.458,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PLGLB2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.472,-0.472,0.9999533846634,0.99999999974885,0.472,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SSH2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.616,-0.616,0.999998195273757,0.99999999974885,0.616,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GPR65,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.446,-0.446,0.999779940566505,0.99999999974885,0.446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ADAMDEC1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.476,-0.476,0.999962809941038,0.99999999974885,0.476,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LYVE1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.509,-0.509,0.999995438075486,0.99999999974885,0.509,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TNS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.583,-0.583,0.999999992409408,0.99999999974885,0.583,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGFLR1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.486,-0.486,0.99997950897753,0.99999999974885,0.486,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PIWIL2,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.443,-0.443,0.99966607589755,0.99999999974885,0.443,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DIPK2B,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.492,-0.492,0.999986096038414,0.99999999974885,0.492,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KLRD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.445,-0.445,0.999728290803768,0.99999999974885,0.445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BATF,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.445,-0.445,0.999637234099974,0.99999999974885,0.445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NFAM1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.532,-0.532,0.99999910181891,0.99999999974885,0.532,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LINC00899,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.46,-0.46,0.99989929570145,0.99999999974885,0.46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LASP1NB,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.446,-0.446,0.999759155917087,0.99999999974885,0.446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GRIA3,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.548,-0.548,0.999999745028145,0.99999999974885,0.548,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
EPCIP-AS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.446,-0.446,0.999664902351685,0.99999999974885,0.446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HOXA4,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.476,-0.476,0.999959374125257,0.99999999974885,0.476,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENO4,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.469,-0.469,0.99994093050873,0.99999999974885,0.469,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MARCHF11,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.454,-0.454,0.99966196196678,0.99999999974885,0.454,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHACTR4,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.57,-0.57,0.999983292082985,0.99999999974885,0.57,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CLDN18,Dys-CIM,NKI.TNBCCL,0.3,2,2,0,NO,0.999999999575738,0.99999999974885,0.457,-0.457,0.999676870945248,0.99999999974885,0.457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
